id,nombre,apellido,email,genero,valor_tx,numero_identificacion,tipo_identificacion
1,Toddy,Ayer,tayer0@delicious.com,Male,$244766.87,39203479,PP
2,Cindee,Buse,cbuse1@ft.com,Female,$567981.25,720349667,CC
3,Jacquelynn,Rosenthaler,jrosenthaler2@ucla.edu,Female,$729654.76,366014172,CC
4,Virge,Cunde,vcunde3@aol.com,Male,$346828.49,791273533,PP
5,Carolan,Ledur,cledur4@marriott.com,Female,$534587.97,764527726,IT
6,Cordy,Kirsopp,ckirsopp5@apple.com,Male,$534794.55,927861045,CC
7,Pace,Calafate,pcalafate6@plala.or.jp,Male,$464287.32,117777880,PP
8,Joell,Woolger,jwoolger7@desdev.cn,Female,$701016.55,177758084,CC
9,Saul,Durnin,sdurnin8@moonfruit.com,Male,$820752.28,599965295,PP
10,Georgeanna,Digan,gdigan9@cocolog-nifty.com,Female,$423294.16,789932965,PP
11,Ivor,Omar,iomara@bloglines.com,Male,$543487.85,835834264,CC
12,Morganica,Noni,mnonib@live.com,Female,$134758.40,337881647,PP
13,Carolyne,Petrasso,cpetrassoc@amazon.com,Female,$228120.46,304269283,CC
14,Ricoriki,Deeble,rdeebled@friendfeed.com,Male,$105956.67,711632123,CC
15,Chicky,Carlet,ccarlete@oaic.gov.au,Female,$480172.22,788474334,CC
16,Kassey,Grigoryov,kgrigoryovf@cnn.com,Female,$877197.86,586437792,IT
17,Care,Thorndale,cthorndaleg@ebay.co.uk,Male,$826957.69,222360370,IT
18,Olly,Howel,ohowelh@liveinternet.ru,Female,$209583.07,768126126,CC
19,Fabian,Forri,fforrii@addtoany.com,Male,$924141.20,318469329,IT
20,Bibbie,Gert,bgertj@washington.edu,Female,$842312.85,58574602,CC
21,Bev,Grundell,bgrundellk@oakley.com,Female,$287906.31,871245195,CC
22,Creight,Petherick,cpetherickl@cbsnews.com,Male,$178516.81,724755106,CC
23,Pam,Pennells,ppennellsm@google.cn,Female,$257609.36,1005920960,PP
24,Nikki,Prandoni,nprandonin@ucsd.edu,Male,$156349.14,939314864,PP
25,Carlynne,Shire,cshireo@illinois.edu,Female,$343299.99,136842170,IT
26,Hagan,Powder,hpowderp@wisc.edu,Male,$821853.71,570432343,CC
27,Perri,Fontes,pfontesq@loc.gov,Female,$599012.14,395014313,IT
28,Myles,Megson,mmegsonr@patch.com,Male,$907819.54,262265393,CC
29,Sissie,Eastop,seastops@cisco.com,Female,$317053.02,140324626,IT
30,Kennie,Inkpen,kinkpent@globo.com,Male,$880788.04,79056230,IT
31,Dulcia,Halcro,dhalcrou@mlb.com,Female,$932541.14,212404183,PP
32,Mirelle,Hadlington,mhadlingtonv@flickr.com,Female,$110695.77,611471891,IT
33,Timotheus,Kerans,tkeransw@buzzfeed.com,Male,$504653.97,638982015,IT
34,Tull,Wallentin,twallentinx@linkedin.com,Male,$700346.06,329160119,IT
35,Shelba,Dickons,sdickonsy@sitemeter.com,Female,$151508.73,1014353919,IT
36,Angus,O'Rowane,aorowanez@theguardian.com,Male,$485110.11,842216622,IT
37,Elvis,Oldknow,eoldknow10@tiny.cc,Male,$388006.79,179266674,IT
38,Xenia,Sporgeon,xsporgeon11@wordpress.com,Female,$538076.92,551888393,IT
39,Caresse,Oatley,coatley12@dedecms.com,Female,$680369.72,224722427,IT
40,Arlen,Tarbath,atarbath13@newsvine.com,Female,$878198.81,93666758,CC
41,Bernarr,Ellse,bellse14@theguardian.com,Male,$891339.16,1038154838,PP
42,Job,Fallowes,jfallowes15@upenn.edu,Male,$350355.05,767211501,IT
43,Lyndsey,Harnor,lharnor16@webnode.com,Female,$430591.71,994840099,IT
44,Ethelred,Ollive,eollive17@sfgate.com,Male,$434451.82,152445767,PP
45,Pennie,McFadzean,pmcfadzean18@homestead.com,Male,$348958.83,876254368,PP
46,Duffy,Crooks,dcrooks19@stumbleupon.com,Male,$284442.08,251720387,IT
47,Shaughn,Conklin,sconklin1a@state.tx.us,Male,$283001.82,982202561,IT
48,Raynard,Scotson,rscotson1b@1688.com,Male,$742338.34,434213455,IT
49,Redford,Billinge,rbillinge1c@yellowbook.com,Male,$755325.00,918336358,IT
50,Farleigh,Feeley,ffeeley1d@biblegateway.com,Male,$206363.48,624662941,CC
51,Luise,Creber,lcreber1e@elpais.com,Female,$840828.42,627083325,IT
52,Alric,Wilflinger,awilflinger1f@nih.gov,Male,$655528.49,29126072,PP
53,Christophe,Fantin,cfantin1g@stanford.edu,Male,$171912.10,50761283,PP
54,Iris,Gibbons,igibbons1h@accuweather.com,Female,$420635.44,1025337588,PP
55,Franni,Fickling,ffickling1i@twitpic.com,Female,$539068.39,180952498,CC
56,Smith,McCart,smccart1j@squarespace.com,Male,$195712.65,244400737,CC
57,Chase,Hofer,chofer1k@twitter.com,Male,$593458.32,115118622,PP
58,Christy,Hunsworth,chunsworth1l@netlog.com,Female,$555783.28,1019339981,IT
