id,nombre,apellido,email,genero,valor_tx,numero_identificacion,tipo_identificacion
1,Barn,Andric,bandric0@sina.com.cn,Male,$739009.00,663178169,IT
2,Bab,Ansill,bansill1@flavors.me,Female,$750809.33,719654517,CC
3,Donnajean,Denington,ddenington2@google.fr,Female,$393182.17,240307761,IT
4,Rose,Ricciardo,rricciardo3@elpais.com,Female,$202097.54,553905126,PP
5,Pablo,Bittlestone,pbittlestone4@blogger.com,Male,$214588.59,551240685,PP
6,Beatrix,Bradick,bbradick5@google.com.au,Female,$220054.88,858261920,CC
7,Mehetabel,Stutt,mstutt6@behance.net,Female,$295112.46,781726273,PP
8,Hewett,Augustine,haugustine7@cargocollective.com,Male,$984473.56,979817027,CC
9,Natty,Ibel,nibel8@nydailynews.com,Female,$506362.17,784805557,IT
10,Anett,Killigrew,akilligrew9@deviantart.com,Female,$240800.01,951635975,CC
11,Mabelle,Tirkin,mtirkina@cloudflare.com,Female,$677776.17,875470651,PP
12,Janey,Kose,jkoseb@google.com.hk,Female,$183635.56,871613185,PP
13,Fionnula,Maharry,fmaharryc@cornell.edu,Female,$649682.57,128784169,IT
14,Vaughn,Hugonnet,vhugonnetd@bloomberg.com,Male,$686396.29,653381409,PP
15,Cassandre,Scrimgeour,cscrimgeoure@time.com,Female,$261739.61,187805589,CC
16,Archibaldo,Knappen,aknappenf@alibaba.com,Male,$870264.06,492449316,IT
17,Oriana,Steere,osteereg@printfriendly.com,Female,$176686.27,949077501,CC
18,Ilyse,Sellan,isellanh@gnu.org,Female,$882815.77,484399701,IT
19,Bastian,Jakubczyk,bjakubczyki@tmall.com,Male,$315965.61,358596053,CC
20,Lurette,Dorken,ldorkenj@de.vu,Female,$447335.97,856736152,PP
21,Jeanna,Derbyshire,jderbyshirek@mlb.com,Female,$120999.35,480230577,IT
22,Lucinda,Delucia,ldelucial@nyu.edu,Female,$458177.39,289486740,PP
23,Vito,Berzons,vberzonsm@wsj.com,Male,$397724.68,420633534,CC
24,Lester,Fishleigh,lfishleighn@alexa.com,Male,$368617.95,990808305,PP
25,Derron,Forestall,dforestallo@google.es,Male,$198534.00,636952106,CC
26,Tyrus,Iapico,tiapicop@chicagotribune.com,Male,$311840.30,774973776,IT
27,Jamima,Learmond,jlearmondq@liveinternet.ru,Female,$364168.45,719413729,CC
28,Brod,Fillingham,bfillinghamr@ted.com,Male,$656187.49,234171758,PP
29,Hussein,Muriel,hmuriels@mediafire.com,Male,$210459.77,935371176,IT
